id,car_year,brand,car_type,transmission,model,1st_hand_price,avg_used_price,min_sell_price,max_sell_price
799,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (MNC),780000,395000,355500,434500
800,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer PRO SERIES,817000,415000,373500,456500
801,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S,629000,355000,319500,390500
802,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S (MNC),652000,355000,319500,390500
803,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V,729000,375000,337500,412500
804,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS),769000,375000,337500,412500
805,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS) (MNC),784000,375000,337500,412500
806,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine),652000,360000,324000,396000
807,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine) (MNC),652000,360000,324000,396000
808,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (CNG),723000,360000,324000,396000
809,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS),948000,470000,423000,517000
810,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS/DSC/LST) (MNC),996000,470000,423000,517000
811,2016,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/DSC/LST) (MNC),1023000,490000,441000,539000
812,2016,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/LST),993000,490000,441000,539000
813,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R (ABS/DSC),948000,470000,423000,517000
814,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer,660000,325000,329000,378000
815,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS),720000,325000,409000,409000
816,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS/Dual Airbag),738000,325000,292500,357500
817,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS) (MNC),741000,325000,292500,357500
818,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),798000,365000,328500,401500
819,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (MNC),688000,325000,298000,349000
820,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer PRO SERIES (ABS),756000,325000,292500,357500
821,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S,594000,315000,283500,346500
822,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S (MNC),612000,315000,283500,346500
823,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V,644000,325000,248000,248000
824,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (ABS),688000,325000,292500,357500
825,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (MNC),657000,325000,248000,379000
826,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine),612000,280000,252000,308000
827,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine) (MNC),612000,280000,252000,308000
828,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (CNG),683000,280000,252000,308000
829,2016,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 3.2 R 4WD (ABS),814000,390000,351000,429000
830,2015,Mazda,รถกระบะ,Manual,BT-50 Pro 2.2 S (Single Cab),539000,235000,211500,258500
831,2015,Mazda,รถกระบะ,Manual,BT-50 Pro 2.2 S (Single Cab) (MNC),554000,235000,211500,258500
832,2015,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (Benzine),557000,235000,211500,258500
833,2015,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (Benzine) (MNC),554000,235000,211500,258500
834,2015,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (CNG),628000,235000,211500,258500
835,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer,751000,385000,338000,338000
836,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS),781000,395000,368000,368000
837,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/Dual Airbag),799000,395000,355500,434500
838,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/Dual Airbag),842000,415000,373500,456500
839,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/LST),879000,425000,382500,467500
840,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/LST) (MNC),886000,425000,459000,459000
841,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS) (MNC),851000,415000,373500,456500
842,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS) (MNC),808000,395000,399000,399000
843,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),907000,460000,414000,506000
844,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),864000,440000,396000,484000
845,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag/LST),950000,460000,414000,506000
846,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (MNC),773000,385000,348000,348000
847,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer PRO SERIES,817000,405000,364500,445500
848,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S,629000,345000,320000,320000
849,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S (MNC),645000,345000,310500,379500
850,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V,729000,365000,328500,401500
851,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS),769000,365000,328500,401500
852,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS) (MNC),777000,365000,328500,401500
853,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine),652000,350000,315000,385000
854,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine) (MNC),645000,350000,315000,385000
855,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (CNG),723000,350000,315000,385000
856,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS),948000,460000,414000,506000
857,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS/DSC/LST) (MNC),989000,460000,414000,506000
858,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/DSC/LST) (MNC),1016000,480000,432000,528000
859,2015,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/LST),993000,480000,432000,528000
860,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R (ABS/DSC),948000,460000,414000,506000
861,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer,660000,315000,289000,299000
862,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS),720000,315000,283500,346500
863,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS/Dual Airbag),738000,315000,283500,346500
864,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS) (MNC),734000,315000,279000,295000
865,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),798000,355000,399000,399000
866,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (MNC),681000,315000,299000,328000
867,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer PRO SERIES (ABS),756000,315000,279000,279000
868,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S,594000,305000,274500,335500
869,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S (MNC),605000,305000,274500,335500
870,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V,644000,315000,283500,346500
871,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (ABS),688000,315000,283500,346500
872,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (MNC),650000,315000,283500,346500
873,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine),612000,270000,329000,329000
874,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine) (MNC),605000,270000,243000,297000
875,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (CNG),683000,270000,243000,297000
876,2015,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 3.2 R 4WD (ABS),814000,380000,342000,418000
877,2014,Mazda,รถกระบะ,Manual,BT-50 Pro 2.2 S (Single Cab),539000,215000,193500,236500
878,2014,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (Benzine),557000,215000,193500,236500
879,2014,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (CNG),628000,215000,193500,236500
880,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer,751000,375000,337500,412500
881,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS),781000,385000,346500,423500
882,2014,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/Dual Airbag),842000,405000,364500,445500
883,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/Dual Airbag),799000,385000,346500,423500
884,2014,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/LST),879000,415000,279000,399000
885,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),864000,430000,399000,399000
886,2014,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),907000,450000,405000,495000
887,2014,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag/LST),950000,450000,405000,495000
888,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer PRO SERIES,817000,395000,355500,434500
889,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S,629000,335000,301500,368500
890,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V,729000,355000,319500,390500
891,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS),769000,355000,319500,390500
892,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine),652000,340000,306000,374000
893,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (CNG),723000,340000,306000,374000
894,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS),948000,450000,405000,495000
895,2014,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/LST),993000,470000,423000,517000
896,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R (ABS/DSC),948000,450000,405000,495000
897,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer,660000,305000,275000,316400
898,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS),720000,305000,289000,289000
899,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS/Dual Airbag),738000,305000,259000,289000
900,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer Eclipse (ABS/Dual Airbag),798000,345000,275000,355000
901,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer PRO SERIES (ABS),756000,305000,274500,335500
902,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S,594000,295000,215000,215000
903,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V,644000,305000,239000,310000
904,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (ABS),688000,305000,274500,335500
905,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine),612000,260000,234000,286000
906,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (CNG),683000,260000,234000,286000
907,2014,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 3.2 R 4WD (ABS),814000,370000,333000,407000
908,2013,Mazda,รถกระบะ,Manual,BT-50 Pro 2.2 S (Single Cab),539000,195000,175500,214500
909,2013,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (Benzine),539000,195000,175500,214500
910,2013,Mazda,รถกระบะ,Manual,BT-50 Pro 2.5 S (Single Cab) (CNG),610000,195000,175500,214500
911,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer,751000,365000,240000,399000
912,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS),781000,375000,295000,359000
913,2013,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/LST),879000,405000,250000,429000
914,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer PRO SERIES,817000,385000,346500,423500
915,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S,629000,325000,292500,357500
916,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V,729000,345000,310500,379500
917,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS),769000,345000,310500,379500
918,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (Benzine),634000,330000,297000,363000
919,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.5 S (CNG),705000,330000,297000,363000
920,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS),948000,440000,396000,484000
921,2013,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/LST),993000,460000,380000,380000
922,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R (ABS/DSC),948000,440000,396000,484000
923,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer,660000,295000,219000,269000
924,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS),720000,295000,230000,334450
925,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer PRO SERIES (ABS),756000,295000,265500,324500
926,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S,594000,285000,299000,299000
927,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V,644000,295000,265500,324500
928,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (ABS),688000,295000,229000,229000
929,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (Benzine),594000,250000,225000,275000
930,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.5 S (CNG),665000,250000,225000,275000
931,2013,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 3.2 R 4WD (ABS),814000,360000,324000,396000
932,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 Hi-Racer,746000,355000,249000,379000
933,2012,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 2.2 Hi-Racer (ABS/LST),874000,395000,244000,379000
934,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 S,629000,315000,283500,346500
935,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V,724000,335000,301500,368500
936,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 2.2 V (ABS),764000,335000,301500,368500
937,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Double Cab 3.2 R 4WD (ABS),943000,430000,387000,473000
938,2012,Mazda,รถกระบะ,Auto,BT-50 Pro Double Cab 3.2 R 4WD (ABS/LST),988000,450000,418000,418000
939,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer,659000,285000,244000,339000
940,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 Hi-Racer (ABS),715000,285000,239000,299000
941,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 S,589000,275000,239000,239000
942,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V,639000,285000,239000,249900
943,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 2.2 V (ABS),683000,285000,256500,313500
944,2012,Mazda,รถกระบะ,Manual,BT-50 Pro Freestyle Cab 3.2 R 4WD (ABS),814000,350000,315000,385000
945,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base (MY20),786000,600000,540000,660000
946,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base (MY23),770000,690000,621000,759000
947,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base Plus (MY20),826000,600000,639000,639000
948,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base Plus (MY23),830000,750000,675000,825000
949,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Carbon Edition,904000,805000,724500,885500
950,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort (MY20),894000,640000,650000,650000
951,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort (MY23),900000,810000,729000,891000
952,2023,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Sport Luxe (MY23),970000,870000,783000,957000
953,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base (MY20),786000,580000,522000,638000
954,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base Plus (MY20),826000,580000,578000,649000
955,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Carbon Edition,904000,785000,706500,863500
956,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort (MY20),894000,620000,699000,699000
957,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Proactive (MY20),959000,660000,598000,649000
958,2022,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Style,1048000,700000,630000,770000
959,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base,768000,560000,659000,659000
960,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base (MY20),769000,560000,559000,559000
961,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base Plus (MY20),809000,560000,559000,629000
962,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort,848000,600000,540000,660000
963,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort (MY20),879000,600000,579000,718000
964,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Proactive,948000,640000,576000,704000
965,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Proactive (MY20),959000,640000,679000,699000
966,2021,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Style,1048000,680000,569000,688000
967,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL (MY18),1189000,730000,657000,803000
968,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base,768000,540000,486000,594000
969,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base (MY20),769000,540000,486000,594000
970,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Base Plus (MY20),809000,540000,545000,659000
971,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C (MY18),955000,580000,522000,638000
972,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort,848000,580000,522000,638000
973,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Comfort (MY20),879000,580000,520000,520000
974,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E (MY18),879000,520000,468000,572000
975,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Proactive,948000,620000,558000,682000
976,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Proactive (MY20),959000,620000,654000,705000
977,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S (MY18),1029000,640000,548000,548000
978,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP Exclusive MODS,1110000,710000,639000,781000
979,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP (MY18),1083000,690000,498000,629000
980,2020,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 Style,1048000,660000,594000,726000
981,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL (MY18),1189000,710000,639000,781000
982,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C (MY18),955000,560000,490000,578000
983,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E (MY18),879000,500000,447000,568000
984,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S (MY18),1029000,620000,454000,575900
985,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP Exclusive MODS,1110000,690000,621000,759000
986,2019,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP (MY18),1083000,670000,548000,699352
987,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL (MNC),1193000,690000,599000,599000
988,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL (MY18),1189000,690000,595000,595000
989,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C (MNC),910000,540000,486000,594000
990,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C (MY18),955000,540000,499000,499000
991,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E (MNC),835000,480000,419000,419000
992,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E (MY18),879000,480000,515000,515000
993,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S (MNC),975000,600000,489000,585000
994,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S (MY18),1029000,600000,434000,579000
995,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP (MNC),1083000,650000,589000,592500
996,2018,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP (MY18),1083000,650000,399000,660000
997,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL,1155000,670000,539000,539000
998,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL (MNC),1193000,670000,455000,599000
999,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C,910000,520000,468000,572000
1000,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C (MNC),910000,520000,399000,479000
1001,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E,835000,460000,414000,506000
1002,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E (MNC),835000,460000,399000,429000
1003,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S,975000,580000,419000,545000
1004,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S (MNC),975000,580000,399000,559000
1005,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP,1045000,630000,529000,565000
1006,2017,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP (MNC),1083000,630000,399000,519000
1007,2016,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL,1155000,650000,475000,569000
1008,2016,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C,910000,500000,399000,459000
1009,2016,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E,835000,440000,397000,397000
1010,2016,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S,975000,560000,369000,599000
1011,2016,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP,1045000,610000,389000,568000
1012,2015,Mazda,รถเอนกประสงค์,Auto,CX-3 1.5 XDL,1155000,630000,567000,693000
1013,2015,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 C,910000,480000,432000,528000
1014,2015,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 E,835000,420000,378000,462000
1015,2015,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 S,975000,540000,439000,468400
1016,2015,Mazda,รถเอนกประสงค์,Auto,CX-3 2.0 SP,1045000,590000,459000,459000
1017,2023,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 C,989000,870000,809000,809000
1018,2023,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 Carbon Edition,1211000,1060000,960000,960000
1019,2023,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 S,1099000,970000,873000,1067000
1020,2023,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 SP,1199000,1070000,839000,989000
1021,2022,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 C,989000,840000,699000,799000
1022,2022,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 Carbon Edition,1211000,1030000,898000,898000
1023,2022,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 S,1099000,940000,799000,799000
1024,2022,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 SP,1199000,1040000,780000,955000
1025,2022,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 SP 100th Anniversary Edition,1228000,1070000,795000,935000
1026,2021,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 C,989000,810000,685000,799000
1027,2021,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 S,1099000,910000,699999,830000
1028,2021,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 SP,1199000,1010000,650000,959000
1029,2021,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 SP 100th Anniversary Edition,1228000,1040000,700000,939000
1030,2020,Mazda,รถเอนกประสงค์,Auto,CX-30 2.0 C,989000,780000,600000,719000
